country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Barbados,-0.09470752089136493,0.15992585793056527,0.44836956521739096,0.18205251849069526,0.22401174603178015,-0.8257479936262874,0.3130434782608703,-0.30215827338129503,0.5234125267898463
Belarus,-0.2562674094707521,0.5284149923738454,-0.19293478260869557,0.6513758583673891,0.2538390910001641,0.8162648309221106,-0.23478260869565118,-0.4412470023980816,0.10935704529829847
Belgium,-0.27483751160631387,1.1388963182571412,1.190217391304347,0.9169460424473471,0.739667217022859,-0.4863342744862759,0.6000000000000005,-0.2637889688249401,0.9564807504426769
Belize,-0.009285051067780872,0.7123351912229816,-0.30434782608695643,0.4534980899784545,-0.12223975903016364,-0.6291585116923885,-0.14782608695652075,0.14388489208633085,-0.030185594730819783
Benin,1.702878365831012,-0.47300015211783814,-0.6032608695652173,-0.2235299364468734,-0.8869866209943768,-0.6848562560511925,-0.9826086956521737,1.4148681055155876,-0.7705767336484339
Bhutan,0.4345403899721449,0.2595248004813103,-0.30434782608695643,0.8156871643326247,-0.22916915872523816,0.06589081721380786,-0.08695652173913043,-0.014388489208633212,-0.32234125841537736
Bolivia,0.5069637883008357,0.21699538395617574,-0.4021739130434782,-0.3378203460750355,-0.31849139860062226,0.33619466733884845,-0.13043478260869565,0.3788968824940048,-0.3631713886427698
Bosnia and Herzegovina,-0.23026926648096566,-0.20811206272318525,1.29891304347826,0.26523260881952687,-0.012728349821806262,-0.5761550372117781,0.32173913043478286,-0.5275779376498801,-0.004577239511705014
Botswana,0.61652739090065,0.294798993811342,0.5380434782608695,0.26523260881952687,0.15090830457158078,0.3485127856049784,-1.3913043478260863,0.225419664268585,0.1312969753814093
Brazil,0.009285051067780872,-1.290249859793604,0.7309782608695647,-1.5480671831276125,0.1959869467970962,0.303145794098144,0.09565217391304422,-0.2925659472422063,0.3720732123210989
Brunei,-0.16341689879294338,0.9382588863530358,-0.9456521739130432,-0.6085224682017606,1.0911191374375078,0.9196681827434803,0.34782608695652173,-0.2733812949640288,0.8591634117817435
Bulgaria,-0.15784586815227483,0.4941901575545327,0.14945652173913032,0.3182064598801821,0.22401174603178015,-0.6355066136958692,0.06956521739130533,-0.40287769784172667,0.16283687790108345
Burkina Faso,1.7957288765088208,-0.7133042020886292,0.11413043478260863,-0.5364843744867838,-1.0128337776720338,0.1509052235236753,-1.3217391304347823,1.6594724220623502,-0.8878181404196229
Burundi,1.3797585886722377,-1.4481304599969338,1.4347826086956514,-0.14789021649342743,-1.3399531971844476,0.6200756848231285,-1.3391304347826078,1.8465227817745802,-1.2747649748902452
Cambodia,0.46610956360259975,0.603397869647408,-0.17391304347826095,0.5115045807274969,-0.7171693439547657,-0.2881743253566655,-0.6086956521739131,0.225419664268585,-0.755185709945046
Cameroon,1.6471680594243268,-0.5526172343027724,-0.3233695652173913,-0.654838302620606,-0.6889550960082395,-0.4810155618765913,-1.3739130434782607,1.2949640287769786,-0.5384393389773826
Canada,-0.25441039925719594,-0.23327142115427565,1.3532608695652169,-0.4753914338699898,0.7345636411748564,-0.32504317193819116,0.7130434782608698,-0.37410071942446055,0.9842230467072975
Cape Verde,0.13370473537604455,-0.08738927530053774,-0.6059782608695651,0.5767238886299345,-0.2794747776018129,-0.776542794783516,-0.052173913043477765,0.12470023980815338,-0.14514118617232213
Central African Republic,2.4085422469823583,-1.2012083604867183,-0.6358695652173911,-0.6783913657961262,-1.261466928689867,-0.46350965435864,-2.2260869565217387,1.342925659472422,-0.995613538635758
Chad,2.42711234911792,0.06561536345940305,-0.4864130434782607,0.006987161893895366,-0.8563634294922379,0.10803548502241969,-1.4434782608695647,2.0047961630695443,-0.6991352836971754
Chile,-0.19684308263695452,0.09757844205139417,0.44565217391304324,-0.4625223264517904,0.34790628501102755,0.35201395528685675,0.5217391304347826,-0.25419664268585146,0.4320333905811286
China,-0.06685236768802232,-0.35572927985150427,-0.3396739130434781,-0.8722060695255954,-0.023029871833649757,0.16390593457159414,0.13043478260869565,-0.39328537170263794,-0.009204395378338224
Colombia,-0.012999071494893209,-0.9114201988494083,0.34510869565217367,-1.1411346320615687,0.04706219663057725,-0.18600862847966382,0.28695652173913144,-0.19184652278177475,0.12456181828540447
Comoros,1.2794800371402044,-0.8734361898733103,-0.49184782608695643,0.2777944327359449,-1.0201837086274124,-0.18469128839269575,-0.6260869565217382,1.1223021582733812,-0.7644635095432015
"Congo, Dem. Rep.",1.7957288765088208,0.21368484469083981,0.43206521739130416,0.211152136951456,-1.4582793672709897,1.1623473563696953,-1.3565217391304343,1.9808153477218224,-1.1183134782441078
"Congo, Rep.",0.8282265552460537,1.317385968177753,-1.0489130434782605,0.3701301339431265,-0.3401556461763404,1.1567552512047736,-1.1043478260869561,1.2182254196642686,-0.22533088897065276
Costa Rica,-0.1689879294336119,-0.06803286714262058,1.2445652173913038,-0.3097018333583343,0.13900277363820596,0.1265745809896131,0.6347826086956532,-0.23501199040767395,0.2397832509206811
Cote d'Ivoire,1.702878365831012,0.5056622901554417,-0.27717391304347827,0.0,-0.6831026630290133,0.0,-1.460869565217391,1.371702637889688,-0.5686398601320676
Croatia,-0.2562674094707521,0.0940537088362865,0.39130434782608664,-0.18918791204745447,0.366403691416748,-0.6995034083748845,0.2782608695652176,-0.4124700239808154,0.45132334812880565
Cyprus,-0.2915506035283194,0.4941901575545327,-0.09510869565217402,0.4534980899784545,0.639165109659262,-0.46350965435864,0.591304347826088,-0.4748201438848922,0.80130153657277
Czech Republic,-0.29526462395543174,0.9053581181360835,0.4239130434782606,0.6073793757987793,0.5449458598553615,-1.5515560456095865,0.3826086956521744,-0.4316546762589929,0.6138292541036217
Denmark,-0.2822655524605385,0.5028003033543156,1.3804347826086951,0.010473255861768987,0.7752468168521149,-0.2737859475126292,0.5565217391304352,-0.2589928057553957,1.0698568129392034
Dominican Republic,0.2804085422469823,-0.5273214688360508,-0.027173913043478395,-0.37861160026739155,0.05655039385624079,0.005622686479937752,0.13043478260869565,0.0911270983213429,0.06644638583170807
Ecuador,0.10770659238625814,-0.2846991238475414,0.4728260869565216,-0.41597542001739396,-0.032980445020987,0.21568599533394614,0.3130434782608703,0.11990407673860912,0.0
Egypt,0.18198700092850512,-0.5991612523414582,-0.45108695652173897,-0.6736590997764932,-0.005265801201697139,0.44860138277468004,-0.22608695652173863,0.3741007194244603,-0.2475842425186551
El Salvador,-0.0018570102135562008,-0.32874874221382167,0.16032608695652165,0.11282488776706863,-0.16213601274303832,-0.3586322981955772,0.08695652173913043,-0.06714628297362116,-0.18828241347985836
Equatorial Guinea,1.702878365831012,1.3311701201025936,-0.4999999999999998,0.49423235314655883,0.6360773108804156,1.380087237196218,-1.060869565217391,1.342925659472422,0.5516245221481693
Eritrea,0.6666666666666667,-1.9158175962786776,-0.994565217391304,-0.8359937571773852,-1.0164958030234763,0.5674053321639113,-0.9913043478260862,1.0551558752997603,-0.9626767175697829
Estonia,-0.27483751160631387,1.1109959039861375,-0.07880434782608693,0.7637067701036185,0.4298825460367596,-0.5115840242297902,0.25217391304347875,-0.33093525179856126,0.4845600182762256
Fiji,0.08913649025069639,0.7019519831154813,-0.3967391304347824,0.6349581220483159,-0.1585739752192704,-0.13826017053675552,-0.6782608695652171,0.12470023980815338,-0.10365298022308077
Finland,-0.30269266480965645,0.13246858482009247,0.7146739130434777,-0.21585427221900735,0.7228947618328726,-0.8174691399971712,0.6000000000000005,-0.2589928057553957,0.9733428098521917
France,-0.28040854224698236,-0.3332161624272696,1.5163043478260863,-0.6039470824390631,0.6834150351062244,-0.6483595635623322,0.7217391304347835,-0.18225419664268602,0.9185174984704562
Gabon,0.8245125348189416,0.6993482030499565,-0.7663043478260867,-1.0759573782327683,0.22741134418582015,0.9133661706519786,-0.8869565217391301,0.8009592326139089,0.2673290030663111
Gambia,1.1327762302692665,-0.47300015211783814,-0.17119565217391294,-0.021082614682369515,-0.9350054383713817,-0.1294463419817623,-0.6608695652173908,1.5827338129496402,-0.8975212507538739
Georgia,-0.0519962859795729,0.0,1.0271739130434776,0.3120297980584164,-0.2045609027163419,0.3157367451479778,-0.026086956521738883,-0.23501199040767395,-0.19256116558313666
Germany,-0.28040854224698236,0.25304218897750747,1.4347826086956514,-0.22737735395989872,0.730702934507083,-0.7142122760392627,0.6086956521739131,-0.4892086330935253,0.9308767990906487
Ghana,1.0287836583101209,-0.21645868761596682,-0.2989130434782609,0.08931821338150664,-0.6158516545480406,0.9133661706519786,-0.947826086956521,0.8920863309352516,-0.5384393389773826
Greece,-0.28597957288765086,-0.557723601890799,1.0815217391304344,-0.4883374924753372,0.5522700007311143,-0.734543872662817,0.6347826086956532,-0.44604316546762596,0.7438554263217051
Grenada,-0.08727948003714023,-0.47300015211783814,-0.12499999999999994,0.19825994983155337,0.06123057294995131,-0.7830180912080815,-0.15652173913043455,-0.08153477218225416,0.1945028229911247
Guatemala,0.29897864438254407,-0.378542603966481,0.14402173913043456,-0.25839041194069906,-0.20611398859797408,-0.028498246662160085,-0.15652173913043455,0.46522781774580324,-0.2116178323174334
Guinea,1.6657381615598885,-0.1833058458735686,-0.37771739130434784,-0.003501104797434342,-1.1087061675366825,0.8815445615406604,-1.313043478260869,1.4052757793764987,-0.8371048105826818
Guinea-Bissau,1.7585886722376973,-0.9769539910227316,0.5923913043478257,-0.3017319232385932,-1.0276386421428394,-0.31013667143384704,-1.521739130434782,1.2661870503597121,-0.9090000207887051
Guyana,0.33983286908078,0.5284149923738454,-0.2554347826086957,1.0244746934883444,-0.27858045609579435,0.03775212637431243,-0.6608695652173908,0.11510791366906464,-0.18124566865776065
Haiti,3.504178272980501,-0.9503924043632341,0.16032608695652165,0.6568271759593158,-0.9878948663070971,0.006744223355771738,-3.5652173913043472,0.4412470023980815,-0.8280353296690603
Hungary,-0.24698235840297122,1.2512891436288962,0.27445652173913027,0.9614032290805277,0.42060520887176295,-0.40962686109122975,0.1217391304347831,-0.5563549160671464,0.4385613037690092
Iceland,-0.3101207056638811,0.5842176590350416,0.8369565217391302,0.0,0.7096157636245599,0.008984316176149502,0.7739130434782614,-0.10071942446043164,0.9318906729015137
India,0.7335190343546889,-0.5323495300499546,-0.6168478260869564,-0.6501598533684931,-0.4251414160412408,0.3537615234741642,-0.5999999999999993,0.0911270983213429,-0.5256772946175858
Indonesia,0.2599814298978644,-0.4488835667783462,-1.0081521739130432,-0.8826776409273589,-0.08703204297296441,0.829502536815692,-0.2782608695652164,0.033573141486810475,-0.17158625340958408
Iran,0.0,-0.44410169407048355,-0.19565217391304357,-1.0470880979618415,0.29112898458865816,0.8686669641288349,0.1217391304347831,-0.31175059952038375,0.1431572316794874
Iraq,0.32683379758588665,0.15651527140925275,0.5679347826086953,-0.3459192426870834,0.12681926760197054,0.9133661706519786,-0.5130434782608688,1.0311750599520382,-0.014824424400269192
Ireland,-0.28040854224698236,1.6471089919468873,0.7798913043478256,1.1971489993957731,0.7950289402862047,-2.7074677859082787,0.6347826086956532,-0.17266187050359727,0.9957034095510823
Israel,-0.27298050139275765,0.0,0.35597826086956497,-0.39513981200383536,0.5683828699389885,-0.5061123064402689,0.7217391304347835,0.2973621103117504,0.7985373184058234
Italy,-0.2841225626740947,-0.4063285839633334,0.8722826086956516,-0.6454919795338323,0.6734205974674761,-0.8263037246540245,0.7478260869565225,-0.45563549160671474,0.8651312455750076
Jamaica,-0.02228412256267408,-0.1427157096460014,-0.41032608695652173,0.211152136951456,-0.11435291161081763,0.4245908356263789,0.13913043478260945,-0.11510791366906485,0.0018171590427563285
Japan,-0.2989786443825441,-0.9702686898818332,0.8614130434782605,-1.4151439010568923,0.6676223548027467,-1.819690059447703,0.8434782608695655,-0.4892086330935253,0.9574353199970529
Jordan,0.03342618384401116,0.4387945060052125,0.4673913043478256,0.7715637658739288,-0.026325692080081963,0.304951033180987,0.23478260869565243,0.5995203836930456,-0.10017978766809603
Kazakhstan,0.040854224698235825,0.3137749060653227,-0.5516304347826085,-0.5232457049736079,0.366403691416748,1.0884666511834535,-0.40869565217391207,0.0911270983213429,0.28256946474757505
Kenya,0.796657381615599,-0.6309507091319209,-0.4266304347826086,-0.3662957095008901,-0.7255189056184007,-0.44974312594223675,-0.8956521739130432,0.9400479616306955,-0.667251814396755
Kiribati,0.8059424326833798,-1.0883050125355327,1.3532608695652169,1.0436188525964318,-0.9134516059341903,-0.5528009282383909,-1.0782608695652167,0.685851318944844,-0.4838103746551254
Kuwait,-0.15784586815227483,0.9218700098187218,-1.0027173913043474,-0.50136169723429,1.0549311252622193,0.5365534429229393,0.44347826086956593,-0.09592326139088737,0.8959826815702019
Kyrgyz Republic,0.191272051996286,0.5340638723568598,-0.038043478260869706,1.086257342137049,-0.664055421943298,0.44036287750543623,-0.3999999999999995,0.33093525179856115,-0.7072539352016138
Lao,1.1067780872794801,0.014782831267572131,-0.5027173913043478,0.20148910309057527,-0.47867811736048044,0.3728539669268685,-0.8086956521739128,0.3549160671462829,-0.5974173938776446
Latvia,-0.21355617455896006,0.5924594772238262,0.09782608695652155,0.3822005593733295,0.31744564327676345,-1.2423350711878467,0.0,-0.5035971223021583,0.37584484593690476
Lebanon,-0.1671309192200557,0.029448640366148294,0.19293478260869557,0.5315183940678528,0.25705040249474137,-0.8492294326890948,0.5826086956521742,-0.38369304556354916,0.27262988503448815
Lesotho,1.4930362116991645,0.15651527140925275,1.29891304347826,1.5102921172935664,-0.7469966889231502,-0.14841617090882922,-2.313043478260869,0.4268585131894483,-0.5863958394565496
Liberia,1.2999071494893222,-0.7189497279353638,1.4891304347826082,1.3326273011044336,-1.3856073415041776,0.008984316176149502,-1.0695652173913042,1.251798561151079,-1.1273006278823472
Libya,-0.0501392757660167,0.8958666672116232,-0.6630434782608694,-0.04235011435440426,0.5683828699389885,0.7554989950685351,0.2608695652173913,0.0,0.40486853254679545
Lithuania,-0.24512534818941506,0.8887209881093154,0.19565217391304332,0.7240956986287042,0.391740535225876,-0.4014795667162914,0.008695652173913784,-0.43645083932853723,0.4013473008196147
Luxembourg,-0.3064066852367688,2.6617900705668975,0.3940217391304344,2.26522716972568,1.1584484252503593,-0.21810226035777094,0.7130434782608698,-0.37410071942446055,1.3216897740946922
"Macedonia, FYR",-0.16527390900649955,0.1701212112899566,0.2092391304347824,0.4710307114605734,0.07046685780237287,-0.45832295247106686,0.07826086956521788,-0.45083932853717035,-0.011069479647097005
Madagascar,0.796657381615599,-0.41569279724461383,-0.6929347826086955,-0.01051845509808462,-1.0276386421428394,0.33707786572518406,-1.0695652173913042,1.0503597122302155,-1.028230516587181
Malawi,1.3221912720519964,-0.5223087275305436,0.07336956521739116,-0.3136973496597616,-1.1840564864015686,0.6051922561545745,-1.739130434782608,1.3908872901678655,-0.9834226938075381
Malaysia,-0.2116991643454039,1.3526693972140902,-0.5244565217391304,0.8234043700729792,0.391740535225876,0.19637028919019722,0.1217391304347831,-0.12470023980815359,0.28256946474757505
Maldives,-0.11327762302692668,1.1643513246734303,0.002717391304347767,0.6758241084084076,0.02755201883349206,-0.3235426779595174,0.41739130434782706,-0.08633093525179864,0.17866648363300208
Mali,2.1857010213556176,-0.5223087275305436,-0.36413043478260854,-0.30571336852672387,-0.8728438456008067,-0.12069887009580706,-1.1826086956521735,1.9856115107913668,-0.7995310738364446
Malta,-0.23212627669452182,2.3900923555653595,0.6331521739130432,2.459411004044332,0.5449458598553615,-0.189969979775849,0.6260869565217394,-0.5035971223021583,0.640811339794849
Mauritania,1.4503249767873725,0.5085202684864524,-0.5190217391304346,0.5598586128902479,-0.5732959597578494,1.0534631390455254,-0.4260869565217384,1.2326139088729018,-0.5756533419267766
Mauritius,-0.07985143918291551,0.5227504979405059,-0.08695652173913047,0.5879105538804942,0.24408485427292462,-0.6312688551431668,0.026086956521740118,-0.40287769784172667,0.22930602754019308
"Micronesia, Fed. Sts.",0.3844011142061281,-0.4876393488097639,2.141304347826086,1.0697465116826148,-0.5701617973572971,-0.19394543417145635,-0.6695652173913034,0.5035971223021583,-0.20714356251407023
Moldova,-0.038997214484679694,0.14967573965776945,1.4619565217391295,1.0100366367894908,-0.4879378160758793,0.528750346554767,-0.2956521739130427,-0.5467625899280576,-0.44570604432328237
Mongolia,0.1262766945218199,0.3909350569886164,-0.23913043478260856,0.42994246313568774,-0.13362086441565763,2.0140230295223756,-0.5999999999999993,0.11031175059952038,-0.23950197933274678
Montenegro,-0.23212627669452182,0.07276545254453255,0.7581521739130429,0.601830752603435,0.17767501630270735,-0.5375832653733922,0.28695652173913144,-0.3069544364508394,0.15279366375193731
Morocco,0.26369545032497677,-0.10695450892284529,-0.30434782608695643,-0.01051845509808462,-0.2275460268690731,-0.6645116145503555,0.03478260869565267,0.08153477218225416,-0.2116178323174334
Mozambique,1.5171773444753947,-0.1347070817035667,-0.30163043478260865,0.09941963490016067,-1.2441285739835428,0.23190014557424934,-1.6173913043478256,1.5107913669064745,-1.0221106125912696
Myanmar,0.8375116063138348,-2.98414717385745,-1.182065217391304,-3.1610005947678643,-0.5139324244740833,0.1738238269237088,-0.5478260869565215,0.0,-0.6581359387166085
Namibia,0.6815227483751161,0.42396066039163444,0.12499999999999994,0.5457250146174766,-0.08517827025603009,-0.22627392584765513,-1.2608695652173907,0.5707434052757794,0.0457054980804157
Nepal,0.5143918291550603,-1.3873672662853014,-0.29076086956521735,-0.2544907931968154,-0.8403875959740124,0.8162648309221106,-0.41739130434782584,0.09592326139088717,-0.8754553090798753
Netherlands,-0.27483751160631387,1.0430448488994013,1.5163043478260863,0.6267130438438439,0.7927401801652633,-0.6932887906264482,0.660869565217392,-0.29736211031175064,1.0094195448675571
New Zealand,-0.2432683379758589,-0.1833058458735686,1.0271739130434776,-0.6085224682017606,0.6139354725918383,-0.203277123866627,0.6782608695652184,-0.11510791366906485,0.8394819248211383
Niger,1.925719591457753,-0.5526172343027724,-0.3152173913043477,0.19502670347172613,-1.3068726385983165,-0.3742831645010776,-1.243478260869565,2.436450839328537,-1.1008908435212437
Nigeria,2.0557103064066853,-0.40166585278406963,-0.3396739130434781,-1.1654358726332625,-0.34419308582174835,3.892147378438269,-1.095652173913043,1.645083932853717,-0.29410649924965315
Norway,-0.2989786443825441,0.166728802153701,0.8586956521739127,-0.585744857193193,0.9567268214508992,0.06160123708954964,0.6869565217391309,-0.22062350119904087,1.2457819210055836
Oman,-0.1411327762302693,0.8982433867368614,-0.9646739130434779,-0.07460731818247741,0.7904413373680785,0.849186000010222,0.2608695652173913,0.23501199040767376,0.6029768469791505
Pakistan,1.351903435468895,-1.073908288784956,-1.119565217391304,-1.0470880979618415,-0.44075563986955524,0.5130327102414863,-0.6782608695652171,0.6906474820143885,-0.6363718867657405
Panama,0.007428040854224671,0.9980902277612476,0.4836956521739127,1.0027916147854792,0.22741134418582015,-0.36799292375739223,0.4086956521739133,0.10071942446043164,0.23352801250338256
Paraguay,0.08913649025069639,0.6304948052816225,-0.12228260869565218,0.2715211285341187,-0.16285134729102155,0.07761523702126964,0.08695652173913043,0.1534772182254196,-0.1555222786031949
Peru,0.018570102135561744,-0.2890540094863071,-0.3369565217391304,-0.8105321079740903,0.0,0.03556204150516871,0.41739130434782706,0.06235011990407669,0.03157451181670373
Philippines,0.23398328690807796,-0.007435999317356078,-0.7364130434782606,-0.24671140129370622,-0.3004789056635801,-0.1395247869044355,-0.3565217391304343,0.3597122302158273,-0.3321863865843145
Poland,-0.24698235840297122,0.18026249181454335,0.30978260869565194,-0.04235011435440426,0.4087716752441096,-0.5263450220406514,0.2782608695652176,-0.4796163069544366,0.42204925963028983
Portugal,-0.28597957288765086,-0.19980467057362164,1.271739130434782,-0.21585427221900735,0.5242577409702097,-0.7418604971136797,0.5826086956521742,-0.4892086330935253,0.6680697190964691
Qatar,-0.191272051996286,0.8159448780748232,-1.225543478260869,-0.8105321079740903,1.3201088542880457,0.16788161983428407,0.5565217391304352,-0.16306954436450855,1.1514630694594723
Romania,-0.14484679665738162,-0.09128544478879726,-0.2010869565217391,-0.16282343420201542,0.30298941492384185,-0.2303828364492608,0.052173913043479,-0.39328537170263794,0.24133275716356203
Russia,-0.17270194986072424,-0.22905316061182418,-0.3369565217391304,-0.9521709489723227,0.43899782533013726,0.7554989950685351,-0.33913043478260796,-0.40287769784172667,0.3526951422223919
Rwanda,0.8226555246053853,-1.1856194948124592,1.1358695652173907,-0.5188509862912746,-1.04287582598475,-0.36486283740646513,-0.7391304347826086,1.0071942446043165,-0.89676692879883
Samoa,-0.007428040854224737,-0.22905316061182418,0.04076086956521723,0.3212893364645151,-0.3194568687576853,-0.5152509029989907,-0.1391304347826082,0.9256594724220623,-0.1275638686408949
Saudi Arabia,-0.06685236768802232,0.476859802645075,-0.5516304347826085,-0.3909961821548644,0.791592024650292,0.9508767076153098,0.17391304347826086,0.26378896882493996,0.6029768469791505
Senegal,0.8820798514391829,-0.4203944506666412,-0.17934782608695649,-0.10730501678438452,-0.792801203949243,-0.49168478231579954,-0.7913043478260865,1.2709832134292565,-0.6530134702087664
Serbia,-0.21727019498607245,-0.07962195077186397,1.1086956521739126,0.15590354563088668,0.12681926760197054,0.05406034799696843,0.13913043478260945,-0.4844124700239809,0.06332072906024848
Seychelles,-0.09099350046425256,1.4832690835372055,-0.793478260869565,1.6513619688329693,0.3741347435009945,-3.4901856015425006,0.026086956521740118,-0.11510791366906485,0.35664220313137374
Sierra Leone,2.6128133704735372,-0.8547965225920222,1.8423913043478253,-0.3297505763525072,-1.0957137170609068,0.9508767076153098,-1.5739130434782604,1.3381294964028778,-1.0428632075960447
Singapore,-0.3064066852367688,2.942189852294291,-0.6413043478260868,2.7628333218080767,1.0329632779323736,-0.9372192857835566,0.8347826086956529,-0.6043165467625901,0.9770006427463914
Slovak Republic,-0.2284122562674095,1.136762217021778,0.6711956521739124,0.9931043873967874,0.48440353523858637,-0.7817180539968818,0.20869565217391353,-0.47002398081534785,0.539032916026439
Slovenia,-0.2989786443825441,0.8647318604845177,0.8396739130434778,0.6073793757987793,0.5522700007311143,-1.3246068762036058,0.5565217391304352,-0.40287769784172667,0.6847113025394953
Solomon Islands,0.16341689879294338,0.4681388432050959,0.6059782608695651,1.0744730077729299,-0.8985834642695107,0.1509052235236753,-0.9913043478260862,0.8776978417266188,-0.5449672521652629
South Africa,0.6388115134633241,-0.25451610994210133,0.7119565217391299,-0.6361877135670532,0.09723356953349943,0.10388070086992357,-1.6347826086956518,0.08633093525179843,0.18928944151190394
South Korea,-0.2822655524605385,0.47104999928653046,0.16576086956521716,0.09941963490016067,0.5822993338851205,-0.28239525302417984,0.6086956521739131,-0.565947242206235,0.6604586452848694
Spain,-0.287836583101207,-0.3923787196758827,0.8749999999999993,-0.6642271753923895,0.6171566956044944,-0.8721322416791212,0.7652173913043488,-0.4988009592326139,0.7999216784852697
Sri Lanka,-0.15041782729805017,-0.6909221640074386,-0.918478260869565,-0.6642271753923895,-0.07904616125602287,1.271244103041489,0.11304347826087055,-0.10071942446043164,-0.2146271072571353
St. Vincent and the Grenadines,0.025998142989786418,-0.32874874221382167,-0.5027173913043478,0.4417460584252819,-0.0020999483913356058,-0.1120163999620278,-0.13043478260869565,-0.16306954436450855,0.12320186203156731
Sudan,1.0659238625812442,-0.6853758328745964,0.0,-1.1777126013035715,-0.5654955683129375,1.0942433241273888,-0.5913043478260868,1.184652278177458,-0.48666766483278984
Suriname,0.08913649025069639,0.5592933183149407,0.18749999999999978,-0.17785239788713778,0.18507707616987576,0.18954672841218959,-0.24347826086956498,0.05275779376498795,0.24492641677678575
Sweden,-0.30269266480965645,0.3757411254018469,0.8994565217391302,-0.09271733261851411,0.7620350612791682,-0.6612099372393664,0.7304347826086961,-0.20623501199040775,1.0243380889461207
Switzerland,-0.27483751160631387,0.8574833448224749,1.4076086956521732,0.32744423586958704,0.8964137944360615,-0.8268599380292494,0.7913043478260877,-0.4268585131894485,1.1766535679281551
Tajikistan,0.6146703806870937,-0.9769539910227316,-0.09239130434782601,0.4855549633278773,-0.8098323439674762,0.6348315997849735,-0.30434782608695654,0.5275779376498799,-0.7819224895139522
Tanzania,0.9767873723305479,-0.7417370964582053,-0.0842391304347827,-0.55873347366146,-0.8148022526858966,0.37716021319022774,-1.1999999999999997,1.448441247002398,-0.8031422104242134
Thailand,-0.08170844939647169,0.9171649750938718,-0.6630434782608694,0.5485575451093513,0.15869705320860214,-0.15737697559123381,0.30434782608695654,-0.4124700239808154,0.03661583038397664
Timor-Leste,0.8040854224698235,-2.3563303708933816,0.7608695652173907,-0.6177034281174697,-0.878455044515141,1.459666694510417,-0.17391304347826086,1.8321342925659474,-0.10950556939770185
Togo,1.318477251624884,0.18363102010567214,0.36141304347826075,0.44762848345421946,-1.1000086916851899,-0.6207730773488915,-1.2521739130434775,1.1798561151079137,-0.957427504379153
Tonga,-0.03528319405756736,-1.1549547674621667,-0.3396739130434781,0.5343656066261897,-0.36170947861353236,-0.20999109335224406,-0.2782608695652164,0.7194244604316546,-0.11544001561665108
Tunisia,-0.03528319405756736,0.5028003033543156,-0.02989130434782616,0.38821525550030056,0.02255833028545086,-0.19129355742007514,0.33043478260869663,-0.12949640287769784,-0.05020374035890512
Turkey,-0.0037140204271123357,-0.6470843287679117,0.11413043478260863,-0.7263275961564334,0.3088200506778174,0.17085590683774782,0.44347826086956593,-0.12470023980815359,0.3526951422223919
